platform,product_url
jumia,https://www.jumia.co.ke/a2-tablet-dual-sim-10.1-inch-844gb-ram128gb-rom-android-14-6000-mah-batterygray-redbeat-mpg8920968.html
jumia,https://www.jumia.co.ke/b1-kids-tablet-7-inch-hd-2gb-ram32gb-rom-android-11-blue-silicone-case-white-redbeat-mpg8920963.html
jumia,https://www.jumia.co.ke/bensoo-f9-bluetooth-headsets-wireless-earphones-earbuds-ear-325148603.html
jumia,https://www.jumia.co.ke/bensoo-m10-bluetooth-headsets-wireless-earphones-earbuds-ear-325032055.html
jumia,https://www.jumia.co.ke/c-idea-10.1-inch-android-tablet-pc-12-dual-camera-sim-8gb-ram-512gb-bluetooth-fntastic-green-178014578.html
jumia,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html
jumia,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablets-pcpink-326177313.html
jumia,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablets-pcpurple-326177350.html
jumia,https://www.jumia.co.ke/c-idea-android-15-tablets-10.1-inches-sim-8gb1tb-keyboard-mouse-long-standby-tablet-pc-silver-325430221.html
jumia,https://www.jumia.co.ke/c1-tabletdual-sim8-inch-633gb-ram-64gb-rom-android14-4000mah-batterygray-redbeat-mpg8920967.html
jumia,https://www.jumia.co.ke/desktop-smartphone-holder-foldable-phone-stand-black-generic-mpg416630.html
jumia,https://www.jumia.co.ke/genera-brand-new-zpl-adults-tabletstablets-phones-for-adultsdual-sim-card-slot-10.1-inch-android-13-sim-6gb128gb-8000mah-keyboard-mouse-and-leather-casepurple-326894732.html
jumia,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html
jumia,https://www.jumia.co.ke/generic-g03-neckband-wireless-bluetooth-in-ear-sports-earphone-headset-169371598.html
jumia,https://www.jumia.co.ke/gueeton-stereo-f9-bluetooth-earphone-power-headset-35221857.html
jumia,https://www.jumia.co.ke/htc3288qs-32-inch-qled-smart-android-tv-black1yr-wrty-vitron-mpg9595721.html
jumia,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-4gb-ram-128gb-dual-sim-5160mah-sleek-black-1yr-wrty-326262819.html
jumia,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-dual-sim-sleek-black-1yr-wrty-324932236.html
jumia,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-silver-1yr-wrty-325238710.html
jumia,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-8gb-ram-256gb-5160mah-dual-sim-black-1yr-wrty-325238715.html
jumia,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html
jumia,https://www.jumia.co.ke/infinix-note-50-pro-6.78-8gb-ram-256gb-dual-sim-5200mah-shadow-black-free-gift-1yr-wrty-316949276.html
jumia,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-black-1yr-wrty-325385282.html
jumia,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-titanium-silver-1yr-wrty-325385273.html
jumia,https://www.jumia.co.ke/itel-a90-6.6-4gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-314345157.html
jumia,https://www.jumia.co.ke/itel-apex-n10-smartwatch-1.43-amoled-digital-compass-5atm-waterproof-tracking-by-gps-corning-gorilla-glassmultiple-sports-modes-dark-chrome-325411228.html
jumia,https://www.jumia.co.ke/itel-fast-wall-charger-type-c-a.i-smart-features-icw-204u-325222948.html
jumia,https://www.jumia.co.ke/itel-it2165-wireless-fm-torch-1000mah-dual-sim-phone-blue-326602975.html
jumia,https://www.jumia.co.ke/itel-itel-powerpulse-a1121-power-bank-10000mah-type-c-308906446.html
jumia,https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html
jumia,https://www.jumia.co.ke/itel-s26-ultra-6.78-256gb-8gb-ram-dual-sim-6000mah-blackblue-1-yr-wrty-325725329.html
jumia,https://www.jumia.co.ke/itel-smart-watch-horizon-smartwatch-n8-grey-tws-budsair-3-1.43-curved-amoled-360mah-5-7-days-usage-waterproof-ip68-326074811.html
jumia,https://www.jumia.co.ke/itel-smartwatch-edge-r1-pro-043-1.43-super-amoled-display-5-minute-charge-24-hour-usageip68-waterproof-308793532.html
jumia,https://www.jumia.co.ke/itel-smartwatch-lux-l1-up-to-30-days-battery-life2.01-hd-screen-ip68-waterproof-600mah-big-battery-isw-l1-black-313073763.html
jumia,https://www.jumia.co.ke/itel-tws-budsfire-super-bass-earpods-6-hours-battery-life-bt-version-5.3-type-c-charging-10m-wireless-range-touch-control-silver-275345104.html
jumia,https://www.jumia.co.ke/itel-tws-budsplay-earbuds-4-mic-enc-calls-45ms-ultra-low-latency-360-degree-super-bass-technology-gaming-mode-co-branded-boomplay-321599461.html
jumia,https://www.jumia.co.ke/koruima-k2402-button-phones-2.4-1800mah-5v-1a-type-c-charger-big-battery-dual-sim-feature-phones-black-325452530.html
jumia,https://www.jumia.co.ke/kuhl-kuhl-k1-20000mah-power-bank-high-capacity-portable-charger-for-phones-usb-devices-326556329.html
jumia,https://www.jumia.co.ke/kuhl-kuhl-k2-20000mah-power-bank-high-capacity-portable-charger-for-phones-usb-devices-326556308.html
jumia,https://www.jumia.co.ke/lesia-l256-2.4qvga-dunl-sim-2500mah-feature-phone-with-camera-326903723.html
jumia,https://www.jumia.co.ke/lesia-l257-2.4qvga-1400mah-tripple-sim-feature-phone-with-camera-black-1yr-wrty-326633776.html
jumia,https://www.jumia.co.ke/lesia-prime-mini-1.77qqvga-dunl-sim-800mah-feature-phone-with-camera-326888654.html
jumia,https://www.jumia.co.ke/lesia-prime-mini-1.77qqvga-dunl-sim-800mah-feature-phone-with-camera-326954172.html
jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html
jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-gold-312876056.html
jumia,https://www.jumia.co.ke/oraimo-freepods-neo-enc-true-wireless-e-ar-buds-263388842.html
jumia,https://www.jumia.co.ke/oraimo-highway-15-15.5w-car-charger-with-3-in-1-cable-263386522.html
jumia,https://www.jumia.co.ke/oraimo-magcable-cable-de-donnees-type-c-vers-type-c-1m-60w-309766023.html
jumia,https://www.jumia.co.ke/oraimo-necklace-lite-wireless-headphones-call-vibration-30hr-playtime-black-312418741.html
jumia,https://www.jumia.co.ke/oraimo-spacebox-active-wireless-speaker-25w-powerful-sound-portable-black-326439009.html
jumia,https://www.jumia.co.ke/oraimo-spacebox-wireless-bluetooth-speaker-portable-8w-fm-grey-317633439.html
jumia,https://www.jumia.co.ke/oraimo-spacebuds-lite-deep-bass-clear-calls-and-immersive-360-sound-40-hr-playtime-true-wireless-earbuds-black-325461606.html
jumia,https://www.jumia.co.ke/oraimo-spacebuds-lite-sound360-anti-lost-true-wireless-earbuds-black-326442264.html
jumia,https://www.jumia.co.ke/oraimo-spacebuds-lite-true-wireless-earbuds-sound360-anti-lost-black-325602719.html
jumia,https://www.jumia.co.ke/oraimo-spacebuds-neo-anc-spatial-audio-true-wireless-earphones-light-gold-326145067.html
jumia,https://www.jumia.co.ke/oraimo-spacebuds-neo-true-wireless-spatial-earbuds-sound360-audio-black-316885068.html
jumia,https://www.jumia.co.ke/oraimo-toast-22.5-byte-portable-power-bank-10000mah-22.5w-power-led-display-317483210.html
jumia,https://www.jumia.co.ke/oraimo-watch-nova-2-2.01-amoled-screen-smart-watch-325730826.html
jumia,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html
jumia,https://www.jumia.co.ke/poco-m6-pro-4g-6.67-8gb-ram-256gb-rom-5000mah-dual-sim-black-25-months-wrty-327130609.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-128gb-8gb-ram-44gb-6.9-50mp-main-camera-6000mah-android-15-smart-phones-black-free-gifts-326964293.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-4g-6.9-6gb-ram-128gb-6000mah-black-25-months-warranty-325507985.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-4g-6.9-8gb-ram-256gb-6000mah-moonlight-blue-25-months-warranty-327099395.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-dual-sim-1-year-warranty-black-ledwatchearpodscablecardreaderpowerbank-325233796.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-with-free-gifts-airpods-led-watch-powerbank-black-325233624.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-black-25-months-warranty-325490535.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-dual-sim-black-1-yr-wrty-led-watch-earpods-cable-card-reader-power-bank-325233848.html
jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-upto-8gb-extended-ram-128gb-6000mah-dual-sim-black-1-yrwrty-led-watch-earpods-powerbank-325233783.html
jumia,https://www.jumia.co.ke/renewed-apple-iphone-x-3gb-ram-64gb-storage-refurbished-by-badili-5.8-super-retina-display-12mp-dual-camera-unlocked-ios-smartphone-327065195.html
jumia,https://www.jumia.co.ke/renewed-badili-samsung-galaxy-a20-smartphone-refurbished-android-phone-32gb-rom-3gb-ram-single-sim-black-free-32gb-memory-card.-203992828.html
jumia,https://www.jumia.co.ke/renewed-galaxy-a10e-black-android-smartphone-32gb-5.83-hd-display-8mp-camera-4g-lte-3000mah-battery-refurbished-by-badili.-260143639.html
jumia,https://www.jumia.co.ke/renewed-galaxy-s10-android-smartphone-128gb-8gb-ram-single-sim-black-refurbished-mobile-phone.-325250884.html
jumia,https://www.jumia.co.ke/renewed-iphone-11-4gb-ram-128gb-storage-dual-12mp-camera-6.1-liquid-retina-display-3110mah-battery-12-months-warranty-dual-sim-4g-lte-refurbished-by-badili-red-326659330.html
jumia,https://www.jumia.co.ke/renewed-iphone-11-4gb-ram-128gb-storage-dual-12mp-camera-6.1-liquid-retina-display-3110mah-battery-12-months-warranty-dual-sim-4g-lte-refurbished-by-badili-white-326355131.html
jumia,https://www.jumia.co.ke/renewed-refurbished-samsung-galaxy-a14-5g-6.6-4gb-ram-64gb-rom-5000mah-single-sim-black-6-months-wrty-325026312.html
jumia,https://www.jumia.co.ke/renewed-samsung-galaxy-a20-32gb-rom3gb-ram-6.4-4000mah-13mp-8mp-camera-smartphone-black-325552894.html
jumia,https://www.jumia.co.ke/renewed-samsung-galaxy-a20-android-smartphone-white-32gb3gbsingle-sim-refurbished-by-badili.-306464315.html
jumia,https://www.jumia.co.ke/renewed-samsung-galaxy-a20-red-32gb3gbsingle-sim-refurbished-free-32-gb-memory-card-318207722.html
jumia,https://www.jumia.co.ke/renewed-samsung-galaxy-s10-android-smartphone-128gb-8gb-ram-single-sim-blue-refurbished-mobile-phone.-325250481.html
jumia,https://www.jumia.co.ke/richripple-m10-led-display-bluetooth-headsets-9d-stereo-wireless-earphones-black-179381044.html
jumia,https://www.jumia.co.ke/richripple-sports-bluetooth-into-the-ear-neck-hanging-type-running-stereo-large-capacity-wireless-earphone-179381069.html
jumia,https://www.jumia.co.ke/samsung-25w-watts-fast-charger-adapter-for-galaxy-a15a25a05ss23fe-with-type-c-output-300295763.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-4gb-ram-64gb-dual-sim-5000mah-black-1yr-wrty-299889399.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-128gb-rom-dual-sim-50mp-camera-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-youblack-314947615.html
